avganncount,avgdeathsperyear,target_deathrate,incidencerate,medincome,popest2015,povertypercent,studypercap,binnedinc,medianage,medianagemale,medianagefemale,geography,percentmarried,pctnohs18_24,pcths18_24,pctbachdeg18_24,pcths25_over,pctbachdeg25_over,pctemployed16_over,pctunemployed16_over,pctprivatecoverage,pctprivatecoveragealone,pctempprivcoverage,pctpubliccoverage,pctpubliccoveragealone,pctwhite,pctblack,pctasian,pctotherrace,pctmarriedhouseholds,birthrate,log_medincome,avg_cases_per_100,avg_deaths_per_100,case_fatality_rate,income_group,public_only_reliance,private_only_reliance,state,case_fatality_groups_three,case_fatality_groups_five,medincome_related_avg,residuals
1072.0,420,194.4,509.6,52448,186221,16.7,1610.989094,"(51046.4, 54545.6]",36.8,35.5,38.3,"Peoria County, Illinois",46.3,12.5,25.0,11.4,28.6,18.2,58.2,8.7,68.1,53.25705501130466,48.5,36.5,21.7,73.95730899,17.53067681,3.685493181,1.397558681,43.42926195,6.690267073,10.867577481543556,0.5756601027811041,0.2255384731045371,0.3917910447761194,High,High,High,Illinois,Middle,Middle,0.3995287122663437,0.01854538011851864
136.0,49,174.6,498.3,42032,21543,16.7,0.0,"(40362.7, 42724.4]",40.8,39.5,42.9,"Perry County, Illinois",45.6,22.3,27.8,4.5,38.3,9.4,46.3,8.0,68.1,45.574418467802445,46.7,38.5,19.6,88.03759743,8.725355342,0.435580009,0.444750115,48.02492212,3.072371416,10.646186511925322,0.6312955484380077,0.22745207259898806,0.3602941176470588,Middle,Middle,Middle,Illinois,Low,Low Middle,-0.03303471561692903,-0.012951547010541964
109.0,37,164.9,509.9,65971,16387,7.4,0.0,"(61494.5, 125635]",43.3,42.4,44.3,"Piatt County, Illinois",62.9,17.4,31.1,9.1,34.7,17.9,63.7,6.3,82.3,64.7,56.7,29.1,11.4,97.40527433,0.412246135,0.078811761,0.139436193,62.10684725,6.54640675,11.096970530507365,0.6651614084335145,0.22578873497284432,0.3394495412844037,High,Low,High,Illinois,Low,Low,1.6279749609126177,0.0244767954765705
104.0,43,176.0,458.2,39005,15989,15.2,0.0,"(37413.8, 40362.7]",42.6,40.9,44.5,"Pike County, Illinois",56.2,18.6,47.8,4.4,43.0,11.5,55.6,5.6,63.9,47.8,39.7,40.5,22.5,96.74801784,1.226461843,0.371655104,0.086719524,53.12265988,5.732087227,10.571445122022414,0.6504471824379261,0.26893489273875787,0.41346153846153844,Low,High,Middle,Illinois,Middle,Middle,-0.35598044501171866,0.022980221749781038
27.0,12,173.5,392.3,40722,4226,19.7,0.0,"(40362.7, 42724.4]",47.7,46.5,49.6,"Pope County, Illinois",47.5,31.7,42.1,0.0,32.3,9.8,39.5,10.0,62.5,44.47566828003818,37.8,48.8,26.7,93.92749942,3.671207573,0.484876472,0.946663588,53.98618958,5.562130178,10.614523765931814,0.6389020350212967,0.28395646000946523,0.4444444444444444,Low,High,Middle,Illinois,High,Middle High,-0.3504216573820055,0.04821791038130152
44.0,17,192.1,524.5,33943,5678,23.0,0.0,"[22640, 34218.1]",43.5,41.3,45.7,"Pulaski County, Illinois",46.0,18.8,48.6,0.6,35.5,8.4,41.8,16.2,54.6,38.156985412835525,33.5,51.6,29.5,65.20183955,32.0047692,0.221427355,0.323624595,42.41645244,6.129303107,10.432437926160665,0.7749207467418106,0.29940119760479045,0.38636363636363635,Low,High,Low,Illinois,Middle,Low Middle,-1.0029407181053736,-0.04228233846803919
40.0,17,198.1,465.2,62024,5644,8.9,354.3586109,"(61494.5, 125635]",46.0,45.0,47.1,"Putnam County, Illinois",59.3,7.2,36.0,5.1,42.7,8.2,59.3,9.9,75.2,53.5,47.5,36.5,14.9,97.45791824,0.206114737,0.257643422,0.412229474,56.42070934,5.541346974,11.035276685898795,0.7087172218284904,0.30120481927710846,0.425,High,Low,High,Illinois,Middle,Middle High,1.1306344947862428,0.080890794767283
197.0,77,178.5,472.5,47862,32852,13.8,0.0,"(45201, 48021.6]",41.7,40.2,44.5,"Randolph County, Illinois",47.1,17.4,37.3,4.6,42.4,8.7,50.0,6.7,72.0,54.3,49.8,36.0,18.0,87.84964771,10.29967643,0.278206175,0.456621005,50.96258932,3.100031959,10.776077149139185,0.5996590770729332,0.23438451235845612,0.39086294416243655,Middle,Middle,High,Illinois,Middle,Middle,0.3922276476366354,0.03362181355512406
113.0,42,179.3,505.5,43396,16029,14.6,0.0,"(42724.4, 45201]",42.4,40.8,44.7,"Richland County, Illinois",52.5,17.6,33.9,3.5,33.3,15.6,56.9,5.4,67.6,48.3,42.1,40.4,19.9,97.35846717,0.434054691,0.372046878,0.024803125,49.8692911,4.929577465,10.67812254994234,0.7049722378189531,0.2620250795433277,0.37168141592920356,Middle,Middle,Middle,Illinois,Low,Low Middle,0.00012975559656486224,-0.0036161120681778014
878.0,340,176.2,478.1,48024,146133,16.3,540.6034229,"(48021.6, 51046.4]",40.0,38.5,41.7,"Rock Island County, Illinois",48.1,12.6,30.2,9.8,31.8,14.5,58.2,7.9,69.0,51.2,46.7,38.1,20.1,82.14676443,9.449514477,2.146628523,2.839067416,44.42383799,5.929944203,10.779456164931679,0.6008225383725784,0.23266476429006452,0.38724373576309795,Middle,Middle,Middle,Illinois,Middle,Low Middle,0.25807086715265903,0.017691425117102144
1407.0,556,191.2,488.4,50155,264052,19.1,98.46545377,"(48021.6, 51046.4]",37.7,36.1,39.1,"St. Clair County, Illinois",45.4,15.3,30.0,5.9,28.1,16.0,55.6,8.9,65.5,50.1,41.2,36.0,22.2,65.18730175,29.9132304,1.31371499,0.754225197,44.55885085,4.939849972,10.822873489317585,0.532849590232227,0.21056458576341025,0.39516702203269366,High,High,Middle,Illinois,Middle,Middle,0.18220344976671765,0.011251668008234017
167.0,67,192.1,500.1,38329,24548,21.0,0.0,"(37413.8, 40362.7]",42.4,40.6,44.5,"Saline County, Illinois",49.0,27.9,20.9,0.8,33.1,9.8,49.3,13.0,55.0,37.0,32.7,51.2,30.4,93.13642416,3.675906872,0.629463745,0.044385264,47.33299849,6.192236599,10.55396206880912,0.6802998207593286,0.27293465862799415,0.40119760479041916,Low,High,Low,Illinois,Middle,Middle,-0.8020110424645845,-0.02580687936943199
1177.0,436,185.5,515.2,55371,198712,15.3,714.6020371,"(54545.6, 61494.5]",39.7,38.0,40.9,"Sangamon County, Illinois",47.7,15.0,25.3,14.6,28.1,20.9,60.8,7.9,72.3,55.8,50.8,34.7,18.6,82.70490815,12.35830285,1.781263818,0.755215661,44.21547928,4.889917894,10.9218112699754,0.5923145054148717,0.21941301984781994,0.37043330501274424,High,Middle,High,Illinois,Low,Low Middle,0.7181554519818075,0.01442329240930007
48.0,23,214.2,459.3,47092,7032,13.2,0.0,"(45201, 48021.6]",44.7,44.4,45.3,"Schuyler County, Illinois",52.2,5.9,40.3,9.3,39.0,10.3,50.6,5.3,61.7,47.1,40.0,33.6,18.5,94.39201204,4.541102448,0.0,0.0,52.13333333,5.282199711,10.759858414198087,0.6825938566552902,0.3270762229806598,0.4791666666666667,Middle,Middle,Middle,Illinois,High,High,-0.12345272285247416,0.07965715125987488
32.0,13,169.5,459.2,51584,5092,12.0,0.0,"(51046.4, 54545.6]",43.5,43.0,44.0,"Scott County, Illinois",53.9,21.3,39.3,2.7,49.4,8.9,57.1,9.4,68.2,51.1,46.3,39.3,21.4,98.6533282,0.0,0.192381685,0.0,51.45951036,3.388278388,10.8509668258663,0.6284367635506678,0.25530243519245877,0.40625,High,Middle,Middle,Illinois,Middle,Middle,0.3683440228465532,0.03341470801035534
142.0,54,164.4,457.0,48994,21775,11.7,0.0,"(48021.6, 51046.4]",44.4,42.8,46.2,"Shelby County, Illinois",60.3,7.3,45.5,5.8,45.5,10.9,55.1,6.2,70.8,52.7,46.5,37.2,18.8,98.47614741,0.551661768,0.325570879,0.049739995,58.74613003,4.376511986,10.799453120615684,0.6521239954075775,0.24799081515499427,0.38028169014084506,Middle,Middle,Middle,Illinois,Middle,Low Middle,0.3828844141524369,0.01811608751805921
41.0,16,160.4,482.6,50219,5788,11.9,0.0,"(48021.6, 51046.4]",45.9,45.3,46.1,"Stark County, Illinois",57.0,13.7,33.6,11.1,38.8,13.2,53.7,7.7,73.7,51.75000442985174,40.0,41.5,15.5,97.61051374,0.750981396,0.563236047,0.0,56.16896696,4.589585172,10.824148720127818,0.7083621285418107,0.27643400138217,0.3902439024390244,High,Low,Middle,Illinois,Middle,Middle,0.5699454186935846,0.03997910718696579
267.0,127,182.6,407.6,48569,45749,14.1,808.7608472,"(48021.6, 51046.4]",44.3,43.4,45.4,"Stephenson County, Illinois",51.3,18.9,32.0,5.2,35.3,11.5,58.1,9.9,63.4,45.9,40.1,44.1,26.0,86.2691689,9.192493298,0.838605898,0.932975871,48.01803202,3.816793893,10.790740746286989,0.583619314083368,0.2776016962119391,0.4756554307116105,Middle,High,Middle,Illinois,High,High,0.017719750917869398,0.08312225066007256
847.0,331,192.2,511.5,60490,134800,9.1,734.421365,"(54545.6, 61494.5]",40.5,39.1,41.7,"Tazewell County, Illinois",56.5,12.7,34.3,10.2,33.1,17.5,60.2,5.5,76.8,60.3,55.5,30.8,14.8,96.02275658,1.22257677,0.893166393,0.378785087,55.32530209,5.692199578,11.01023334110096,0.6283382789317508,0.24554896142433233,0.3907910271546635,High,Low,High,Illinois,Middle,Middle,1.1420677636745644,0.053247784609244286
122.0,51,206.9,506.0,40957,17408,17.9,0.0,"(40362.7, 42724.4]",43.6,40.6,44.9,"Union County, Illinois",52.1,14.6,33.4,3.6,31.0,13.0,51.5,7.0,60.1,44.67535033141513,39.3,44.1,25.7,94.66697054,1.521280839,0.421628397,1.74918808,52.53277712,5.211459754,10.62027801484355,0.7008272058823529,0.29296875,0.4180327868852459,Low,High,Middle,Illinois,Middle,Middle,-0.4533699518441773,0.011957308791156362
529.0,217,203.1,520.2,42036,79282,19.0,315.3300875,"(40362.7, 42724.4]",40.0,38.4,41.7,"Vermilion County, Illinois",45.9,18.9,39.6,3.3,40.6,9.6,51.4,10.7,63.4,45.3,41.3,42.6,24.1,82.78916982,13.83759705,0.817489548,0.790115469,44.07408582,5.395305384,10.646281672985488,0.6672384652253979,0.2737065159809289,0.4102079395085066,Middle,High,Middle,Illinois,Middle,Middle,-0.25358755268825783,0.01767475945696867
82.0,33,197.8,511.8,49385,11542,14.8,0.0,"(48021.6, 51046.4]",42.7,41.9,44.0,"Wabash County, Illinois",56.3,10.2,27.5,7.0,32.2,11.4,58.6,8.7,71.5,54.2,45.4,36.6,18.4,96.67868177,0.935461723,0.90971507,0.154479918,54.07513858,5.041322314,10.807402013342228,0.7104487957026512,0.28591232022179863,0.4024390243902439,Middle,Middle,High,Illinois,Middle,Middle,0.43199518960986827,0.04314603044315091
102.0,41,172.8,459.7,44180,17527,13.5,2795.686655,"(42724.4, 45201]",40.2,38.2,41.5,"Warren County, Illinois",50.1,4.3,22.0,3.8,35.0,15.3,57.0,9.2,69.5,47.3039832287659,43.7,37.9,20.7,91.25473137,2.638269024,1.723066493,2.852946161,50.7687802,4.706770702,10.696027476974109,0.5819592628516004,0.2339248017344668,0.4019607843137255,Middle,Middle,Middle,Illinois,Middle,Middle,0.12191510358600495,0.03446033700751028
98.0,33,162.6,510.8,54683,14270,10.2,0.0,"(54545.6, 61494.5]",42.6,42.1,43.3,"Washington County, Illinois",54.6,18.5,24.5,7.3,35.0,13.8,61.5,5.5,72.7,54.705179068721634,46.2,33.0,18.1,97.12941827,0.740125891,0.366604413,0.574116345,55.04587156,6.077529566,10.90930815400003,0.6867554309740714,0.23125437981779956,0.336734693877551,High,Middle,High,Illinois,Low,Low,0.7083682657677846,-0.017633828054068712
109.0,45,180.0,471.7,46839,16423,14.9,0.0,"(45201, 48021.6]",42.4,41.4,43.8,"Wayne County, Illinois",59.8,14.5,27.7,10.5,34.4,10.0,57.2,5.3,69.0,50.6,44.3,39.3,18.8,97.19118091,0.652370885,0.724856539,0.048323769,55.80008519,6.710020692,10.75447146820963,0.6637033428728003,0.27400596724106435,0.41284403669724773,Middle,Middle,Middle,Illinois,Middle,Middle,0.20885930205649178,0.04329172605125192
110.0,54,230.3,502.9,46927,14327,14.1,0.0,"(45201, 48021.6]",44.5,43.4,45.4,"White County, Illinois",59.4,20.3,25.5,3.5,35.1,8.7,52.5,8.8,65.5,47.4,42.5,42.4,23.1,98.17477876,0.400995575,0.373340708,0.013827434,54.14033382,4.019073569,10.756348481750502,0.7677811125846304,0.37691072799609127,0.4909090909090909,Middle,High,Middle,Illinois,High,High,0.048148654719943014,0.10699373688463126
367.0,156,190.9,475.2,49895,57079,12.2,140.156625,"(48021.6, 51046.4]",42.7,41.7,43.7,"Whiteside County, Illinois",52.7,16.9,36.4,7.9,35.0,10.7,57.6,8.1,67.4,49.2,44.1,40.3,21.7,92.41373316,1.787049109,0.596262495,2.644067797,50.23356548,5.75990637,10.817676076318413,0.642968517318103,0.2733054188055152,0.4250681198910082,Middle,High,Middle,Illinois,Middle,Middle High,0.2606327859752306,0.04894984655771467
2947.0,1007,176.4,490.7,75176,687263,8.1,97.48815228,"(61494.5, 125635]",36.6,35.7,37.5,"Will County, Illinois",54.7,13.0,33.8,10.9,27.0,21.2,64.0,7.8,77.6,67.1,61.8,23.2,13.3,74.80624858,11.08706935,5.003252948,6.280455266,60.70604543,5.115003933,11.227587310062901,0.42880236532448274,0.1465232378288952,0.34170342721411606,High,Low,High,Illinois,Low,Low,1.789528124220896,0.007443166012345681
414.0,179,207.4,492.9,46322,67466,15.8,0.0,"(45201, 48021.6]",41.0,40.0,42.2,"Williamson County, Illinois",53.6,11.7,34.6,7.2,30.4,12.5,54.0,7.0,66.6,50.2,43.3,39.2,21.5,92.49862189,4.299697561,0.949032345,0.236885624,51.71667413,5.84433073,10.743372289207658,0.6136424272967125,0.265318827261139,0.4323671497584541,Middle,Middle,Middle,Illinois,High,Middle High,0.07468138991303885,0.05296589508151167
1551.0,658,191.5,466.6,47708,287078,16.9,198.5523098,"(45201, 48021.6]",39.2,38.1,40.3,"Winnebago County, Illinois",48.2,18.6,34.6,8.0,33.3,14.0,57.4,11.5,64.4,49.8,45.6,38.4,22.9,78.77316752,12.53344076,2.486924965,3.091182658,46.52714376,5.573940788,10.77285437769856,0.5402712851559507,0.22920599976313055,0.42424242424242425,Middle,High,Middle,Illinois,Middle,Middle High,0.028924978984168213,0.035812970870447436
215.0,80,163.5,469.4,70127,39227,6.3,2141.382211,"(61494.5, 125635]",39.9,38.8,41.0,"Woodford County, Illinois",59.1,14.7,30.5,6.9,32.7,19.8,61.5,5.9,80.7,63.33739349545874,57.1,27.9,12.6,96.8010024,0.583030737,0.779931468,0.611159413,62.05574913,6.403882576,11.158063162917404,0.54809187549392,0.20394116297448184,0.37209302325581395,High,Low,High,Illinois,Low,Low Middle,1.7254300664396132,0.050554314760683006
162.0,63,159.3,432.5,50172,34980,15.4,0.0,"(48021.6, 51046.4]",33.8,32.3,36.2,"Adams County, Indiana",58.4,33.9,35.2,5.7,44.1,9.9,60.3,6.2,61.8,48.6,42.9,26.4,12.8,97.53767104,0.698573985,0.31464696,0.868887478,58.46671592,9.544766882,10.823212381144565,0.4631217838765009,0.18010291595197256,0.3888888888888889,High,Low,Middle,Indiana,Middle,Low Middle,0.00915196556679268,-0.010210253849946782
1590.0,629,170.7,435.7,48651,368450,15.2,222.5539422,"(48021.6, 51046.4]",35.6,34.6,36.6,"Allen County, Indiana",49.5,17.3,29.9,9.6,29.4,17.5,61.4,8.0,66.9,50.649230033012486,50.4,29.1,17.6,79.4867562,11.57316077,3.16299494,2.071794702,47.38003074,6.597186511,10.792427642387484,0.4315375220518388,0.17071515809472113,0.3955974842767296,Middle,Middle,Middle,Indiana,Middle,Middle,0.18549028523023997,0.017427347603655496
390.0,164,185.4,448.4,54101,81162,11.8,12.32103694,"(51046.4, 54545.6]",38.1,36.6,39.5,"Bartholomew County, Indiana",54.0,19.0,42.3,12.7,34.3,18.1,62.2,5.4,74.8,60.6,56.8,26.5,11.9,87.05716586,1.986463366,4.935336151,4.068538647,51.78583131,5.180542459,10.898607948952096,0.48052044060028093,0.20206500579088735,0.4205128205128205,High,Low,High,Indiana,Middle,Middle High,0.7828176413014505,0.07476212460827908
44.0,19,173.4,414.4,46196,8681,12.8,0.0,"(45201, 48021.6]",40.4,37.5,42.3,"Benton County, Indiana",51.4,17.6,46.6,2.7,45.2,12.0,60.4,5.3,62.4,48.6,42.5,35.9,20.5,97.82906764,0.845521024,0.148537477,0.262797075,50.01458151,7.146666667,10.740648493234978,0.5068540490726875,0.21886879391775138,0.4318181818181818,Middle,Middle,Middle,Indiana,High,Middle High,-0.12778944467670328,0.0351812750870828
85.0,34,189.1,486.2,39563,12298,15.0,0.0,"(37413.8, 40362.7]",43.3,41.8,45.8,"Blackford County, Indiana",54.3,18.8,47.6,1.6,49.5,6.6,51.6,9.8,61.7,43.47368707076885,40.5,39.3,19.8,97.44309073,0.577108047,0.248477076,0.032061558,51.77888294,6.987761548,10.585649617037317,0.6911692958204586,0.2764677183281834,0.4,Low,Middle,Low,Indiana,Middle,Middle,-0.43612265838753184,0.000490484593208218
254.0,110,187.2,429.3,68352,63344,7.2,0.0,"(61494.5, 125635]",38.8,37.0,40.0,"Boone County, Indiana",61.4,18.3,35.0,9.1,26.7,25.5,66.2,3.7,82.0,70.1,63.7,20.4,8.9,94.44894317,1.239444068,2.26074598,0.180132538,60.77909614,6.821562655,11.132426102879812,0.4009850972467795,0.17365496337458955,0.4330708661417323,High,Low,High,Indiana,High,Middle High,1.7127664635725885,0.11686700233003078
91.0,40,190.7,426.9,52582,14977,12.9,0.0,"(51046.4, 54545.6]",48.3,47.0,49.5,"Brown County, Indiana",54.9,25.0,29.6,10.8,37.9,11.1,56.8,6.2,66.7,48.9,43.8,36.0,16.6,97.25534608,0.326427287,0.339750849,0.026647125,54.4216571,3.156748911,10.870129134837004,0.6075983174200441,0.26707618348133805,0.43956043956043955,High,Middle,Middle,Indiana,High,Middle High,0.3393474935270844,0.06056955755145327
103.0,43,166.3,414.4,55318,19856,10.9,0.0,"(54545.6, 61494.5]",41.5,40.8,42.4,"Carroll County, Indiana",57.3,21.1,49.0,4.9,41.3,11.4,57.9,8.2,72.2,56.9,50.4,27.7,11.9,97.80653543,0.339762166,0.189867093,0.28480064,56.89721545,5.682622023,10.920853631835199,0.5187348912167606,0.21655922643029815,0.4174757281553398,High,Low,High,Indiana,Middle,Middle,0.7112582804790794,0.061055342883939545
191.0,89,187.3,412.9,44430,37979,13.8,0.0,"(42724.4, 45201]",40.1,38.5,42.0,"Cass County, Indiana",53.2,29.7,38.8,2.0,40.8,9.2,57.0,8.7,66.2,47.49979500433045,46.5,31.6,16.4,85.72356794,1.395675226,1.400873272,8.691132134,52.49742357,6.869503209,10.701670195929955,0.5029095026198689,0.23434003001658812,0.46596858638743455,Middle,Middle,Middle,Indiana,High,High,-0.02267559091775731,0.08492584103866768
569.0,232,189.8,466.8,52050,115371,10.6,147.3507207,"(51046.4, 54545.6]",38.7,37.3,39.8,"Clark County, Indiana",48.1,19.8,33.8,5.2,34.0,14.2,61.0,6.8,70.9,57.1,51.9,28.8,13.9,88.27188309,7.006476352,0.880006361,1.145952059,48.15004421,5.662131013,10.859960074043116,0.49319152993386556,0.201090395333316,0.4077328646748682,High,Low,High,Indiana,Middle,Middle,0.5144924126457061,0.04597763472003852
154.0,62,186.4,483.9,44385,26503,14.5,0.0,"(42724.4, 45201]",40.4,40.1,40.9,"Clay County, Indiana",57.8,22.0,37.0,4.7,44.9,9.6,55.5,7.8,68.0,53.3,48.7,33.5,16.8,97.38064903,0.236078843,0.074945664,0.266057109,57.87336878,8.386023295,10.70065685350242,0.5810662943817682,0.23393578085499755,0.4025974025974026,Middle,Middle,High,Indiana,Middle,Middle,0.059986277961674744,0.028941365271845765
167.0,76,193.9,441.5,49945,32609,12.6,91.99914134,"(48021.6, 51046.4]",38.4,37.2,40.1,"Clinton County, Indiana",52.6,20.2,42.3,4.0,45.6,10.4,59.8,7.3,68.7,51.56015016058615,50.2,30.4,15.9,92.79731993,1.239530988,0.2680067,4.385564185,53.92081079,5.349679576,10.81867767896625,0.5121285534668343,0.23306449139808028,0.4550898203592814,Middle,Low,Middle,Indiana,High,Middle High,0.3237591462309952,0.08430639170941734
59.0,24,185.8,452.7,40657,10483,18.0,0.0,"(40362.7, 42724.4]",43.1,43.5,42.4,"Crawford County, Indiana",52.3,25.6,36.0,5.6,49.7,5.7,50.3,6.6,61.7,48.4,44.6,40.7,24.0,97.29959399,0.103861769,0.151071665,0.169955623,51.59717142,4.891062695,10.612926301872958,0.5628159877897548,0.22894209672803587,0.4067796610169492,Low,High,Middle,Indiana,Middle,Middle,-0.39069020926077486,0.007270145610157375
149.0,64,176.6,420.7,47670,32906,13.8,0.0,"(45201, 48021.6]",35.0,33.2,36.5,"Daviess County, Indiana",59.3,38.4,28.5,4.2,37.2,8.1,59.9,5.4,57.9,46.0,38.1,31.3,19.2,96.16488229,1.536515381,0.34247632,1.101477893,59.8323437,6.25359402,10.772057548198871,0.4528049595818392,0.1944934054579712,0.42953020134228187,Middle,Middle,Middle,Indiana,High,Middle High,-0.2779027279483372,0.014426524553157904
249.0,110,193.8,439.8,59280,49455,11.7,0.0,"(54545.6, 61494.5]",41.7,40.9,42.4,"Dearborn County, Indiana",56.6,23.1,27.2,6.7,39.6,13.2,54.5,8.1,76.2,62.0,57.5,27.7,12.5,97.11749431,0.793091648,0.54952797,0.545502124,58.24836321,3.263424336,10.990027259969969,0.5034880194115863,0.22242442624608227,0.44176706827309237,High,Low,High,Indiana,High,Middle High,1.0636410924085895,0.10176158971993648
130.0,57,186.7,433.7,50258,26521,13.1,0.0,"(48021.6, 51046.4]",39.5,38.8,40.3,"Decatur County, Indiana",54.0,23.2,37.5,6.6,45.3,10.7,61.4,6.3,68.8,54.0,49.0,30.6,16.3,96.23094512,0.777439024,1.299542683,0.689786585,52.29303157,4.353189989,10.824925017229813,0.49017759511330644,0.21492402247275744,0.43846153846153846,High,Low,High,Indiana,High,Middle High,0.3414537919320386,0.06808848247963045
213.0,87,185.8,464.7,51911,42589,10.1,0.0,"(51046.4, 54545.6]",38.6,38.0,39.4,"DeKalb County, Indiana",52.6,17.7,41.2,9.9,40.6,11.4,59.3,7.5,68.5,54.4,50.1,30.4,15.4,96.90452072,0.259134491,0.452307475,0.530047822,52.53893026,3.309741882,10.857285992746686,0.5001291413275728,0.20427809997886778,0.4084507042253521,High,Low,High,Indiana,Middle,Middle,0.3960123668367268,0.03684653023957579
634.0,255,184.8,482.9,39449,116852,22.2,145.4831753,"(37413.8, 40362.7]",34.8,33.6,35.9,"Delaware County, Indiana",42.1,9.4,19.0,8.2,35.5,13.3,53.0,10.1,68.2,43.37355055441384,48.3,32.3,16.8,88.76550049,5.806451613,1.259641198,0.547151319,43.3294727,3.877479319,10.582763977410282,0.5425666655256222,0.21822476294800258,0.4022082018927445,Low,Middle,Low,Indiana,Middle,Middle,-0.13560732098634945,0.02937290990309982
212.0,91,177.7,429.9,53211,42461,8.0,0.0,"(51046.4, 54545.6]",41.2,40.0,42.3,"Dubois County, Indiana",58.4,14.8,32.7,11.6,41.9,12.9,65.7,3.3,78.8,64.9,60.7,24.8,12.4,95.33943392,0.387789364,0.645527417,2.91314937,59.08585547,6.889676562,10.882020420873696,0.49928169378959514,0.21431431195685452,0.42924528301886794,High,Low,High,Indiana,High,Middle High,0.9337029731916328,0.09990949383257092
891.0,350,170.1,442.7,50192,203474,13.9,575.0120409,"(48021.6, 51046.4]",35.2,34.1,36.0,"Elkhart County, Indiana",52.2,27.3,36.1,3.3,36.9,12.3,60.5,7.4,59.8,48.6,44.0,30.8,19.1,86.21969754,5.785185739,1.073822159,4.036176097,53.14527463,7.223841918,10.82361093043046,0.43789378495532594,0.17201214897235026,0.39281705948372614,High,Middle,Middle,Indiana,Middle,Middle,-0.08394041781785211,-0.014489536614231746
138.0,70,222.5,439.1,40122,23434,16.4,0.0,"(37413.8, 40362.7]",42.2,40.4,44.2,"Fayette County, Indiana",49.0,31.0,39.3,3.6,42.8,6.7,48.7,12.1,57.2,43.5,39.4,39.6,22.5,96.26046355,2.002271484,0.319690405,0.668825979,47.99700086,2.64006449,10.599680091282034,0.5888879405991295,0.29871127421694976,0.5072463768115942,Low,High,Low,Indiana,High,High,-0.6242347450878518,0.08927009134677755
395.0,149,179.0,474.0,53186,76778,11.6,195.3684649,"(51046.4, 54545.6]",39.6,38.6,40.6,"Floyd County, Indiana",49.9,14.7,32.9,6.7,32.1,16.4,61.5,7.3,74.6,60.9,55.6,26.6,12.5,90.40843215,4.919631094,1.034255599,1.028985507,50.41254125,4.843160444,10.881550482802885,0.5144702909687671,0.19406600849201594,0.37721518987341773,High,Low,High,Indiana,Low,Low Middle,0.7354265420404665,0.03064374863296404
544.0,201,167.8,488.1,55320,97125,11.5,20.59202059,"(54545.6, 61494.5]",38.8,37.1,40.6,"Dubuque County, Iowa",53.2,7.0,23.2,10.7,35.4,18.8,65.7,4.3,80.3,60.0,52.6,29.3,12.4,93.62083707,1.94148437,1.327341355,0.218964403,52.52962445,5.831840933,10.920889785778694,0.56010296010296,0.20694980694980694,0.3694852941176471,High,Low,High,Iowa,Low,Low Middle,1.091729319180968,0.04630509495069168
61.0,25,160.2,426.9,47342,9769,11.3,0.0,"(45201, 48021.6]",41.5,40.0,42.7,"Emmet County, Iowa",53.1,20.8,21.7,3.2,34.6,12.1,61.9,4.6,69.2,53.7,44.1,34.3,16.8,96.55137642,1.502470505,0.171422809,0.383180397,50.37394451,4.356151269,10.765153129746336,0.6244241989968268,0.25591155696591256,0.4098360655737705,Middle,Middle,High,Iowa,Middle,Middle,0.2391405575878378,0.04110450026368695
138.0,50,151.3,467.8,45522,20257,14.4,0.0,"(45201, 48021.6]",43.1,40.7,45.1,"Fayette County, Iowa",52.7,9.6,31.6,7.6,39.5,12.6,60.3,5.1,68.2,50.0,40.5,39.6,20.1,96.119287,1.083102628,0.762543106,0.189421536,50.91164095,7.378451014,10.725951004566129,0.6812459890408253,0.2468282568988498,0.36231884057971014,Middle,Middle,Middle,Iowa,Low,Low Middle,0.11659675903814318,-0.010516451409934513
113.0,41,165.4,494.0,48292,15960,12.7,0.0,"(48021.6, 51046.4]",43.6,42.1,44.9,"Floyd County, Iowa",55.4,21.7,26.3,8.6,35.5,14.1,62.6,3.5,69.0,50.39221391504401,42.2,39.3,19.9,94.7165109,2.024922118,0.753894081,0.361370717,50.3260397,6.749226006,10.785021194452279,0.7080200501253133,0.2568922305764411,0.36283185840707965,Middle,Middle,Middle,Iowa,Low,Low Middle,0.269200571326307,-0.0067204522389161525
72.0,27,165.3,488.4,51045,10295,12.1,97.13453133,"(48021.6, 51046.4]",42.8,41.2,44.8,"Franklin County, Iowa",57.6,17.9,39.6,7.2,38.1,11.8,60.0,4.2,72.7,53.3,41.1,37.5,17.5,92.09648203,1.067785299,0.228811135,5.291257508,55.65993424,2.411347518,10.840462875603116,0.6993686255463818,0.26226323457989315,0.375,High,Middle,High,Iowa,Low,Low Middle,0.5572866844852051,0.020631478068380282
51.0,20,181.2,487.2,54154,6906,11.7,0.0,"(51046.4, 54545.6]",46.4,44.8,47.4,"Fremont County, Iowa",59.4,16.6,43.5,5.2,36.4,15.6,60.4,3.7,70.9,54.367842897969126,40.2,39.1,18.3,96.81958908,0.295524909,0.0,0.844356882,56.49966148,6.004618938,10.899587118583698,0.7384882710686359,0.2896032435563278,0.39215686274509803,High,Middle,High,Iowa,Middle,Middle,0.6018688961582259,0.030401632790268363
